"Date","Price","Open","High","Low","Vol.","Change %"
"11/17/2021","1,359.20","1,320.50","1,387.57","1,319.83","143.40M","3.03%"
"11/16/2021","1,319.17","1,266.75","1,321.55","1,266.75","108.65M","3.28%"
"11/15/2021","1,277.23","1,281.16","1,296.37","1,240.61","133.56M","-1.52%"
"11/12/2021","1,296.97","1,308.56","1,314.79","1,283.59","134.42M","-2.15%"
"11/11/2021","1,325.41","1,362.46","1,364.25","1,316.12","148.21M","0.09%"
"11/10/2021","1,324.22","1,264.12","1,337.50","1,241.64","292.64M","3.39%"
"11/09/2021","1,280.75","1,441.44","1,441.44","1,268.35","235.62M","-10.29%"
"11/08/2021","1,427.62","1,408.28","1,462.92","1,390.99","201.14M","-3.72%"
"11/05/2021","1,482.80","1,491.27","1,503.75","1,467.07","158.86M","-0.60%"
"11/04/2021","1,491.73","1,488.48","1,503.47","1,473.71","205.89M","1.72%"
"11/03/2021","1,466.47","1,423.69","1,467.90","1,400.39","154.23M","3.35%"
"11/02/2021","1,418.95","1,404.31","1,456.07","1,391.14","174.58M","-2.59%"
"11/01/2021","1,456.74","1,384.49","1,457.87","1,358.73","199.43M","7.79%"
"10/29/2021","1,351.48","1,316.78","1,352.73","1,307.47","147.14M","3.03%"
"10/28/2021","1,311.72","1,295.35","1,315.69","1,292.30","264.72M","3.76%"
"10/27/2021","1,264.22","1,269.75","1,300.40","1,259.75","160.07M","1.00%"
"10/26/2021","1,251.73","1,258.83","1,332.12","1,233.05","145.38M","-0.64%"
"10/25/2021","1,259.73","1,184.62","1,279.43","1,176.64","145.37M","10.36%"
"10/22/2021","1,141.48","1,128.88","1,144.20","1,124.25","94.75M","1.22%"
"10/21/2021","1,127.72","1,084.57","1,133.29","1,084.57","138.98M","3.04%"
"10/20/2021","1,094.44","1,088.25","1,098.87","1,080.90","133.48M","0.57%"
"10/19/2021","1,088.23","1,103.18","1,103.18","1,086.41","73.47M","-0.64%"
"10/18/2021","1,095.24","1,078.21","1,100.78","1,076.36","86.38M","2.37%"
"10/15/2021","1,069.84","1,042.85","1,070.02","1,042.85","110.05M","2.63%"
"10/14/2021","1,042.40","1,040.23","1,044.36","1,038.88","77.20M","0.71%"
"10/13/2021","1,035.10","1,032.16","1,039.93","1,027.94","97.05M","0.26%"
"10/12/2021","1,032.46","1,023.64","1,039.49","1,020.61","128.30M","1.84%"
"10/11/2021","1,013.80","1,011.20","1,025.57","1,009.15","77.82M","0.56%"
"10/08/2021","1,008.19","1,014.23","1,017.16","1,003.99","150.50M","-0.31%"
"10/07/2021","1,011.35","994.91","1,022.05","994.91","145.00M","2.01%"
"10/06/2021","991.45","986.39","997.17","981.12","105.87M","0.05%"
"10/05/2021","990.94","992.00","1,008.04","983.66","93.85M","-0.07%"
"10/04/2021","991.63","1,007.97","1,021.45","987.09","138.16M","0.93%"
"10/01/2021","982.51","985.35","988.74","968.24","84.88M","0.06%"
"09/30/2021","981.95","988.39","996.74","981.86","113.91M","-0.75%"
"09/29/2021","989.33","986.18","1,002.52","977.18","88.50M","0.40%"
"09/28/2021","985.38","998.77","1,007.69","973.91","147.89M","-1.44%"
"09/27/2021","999.75","978.28","1,008.17","975.96","107.87M","2.19%"
"09/24/2021","978.28","947.46","978.75","946.00","90.65M","2.34%"
"09/23/2021","955.88","953.54","957.64","948.63","95.72M","0.68%"
"09/22/2021","949.45","933.45","952.04","933.45","104.72M","1.95%"
"09/21/2021","931.30","927.01","936.48","923.33","91.51M","1.00%"
"09/20/2021","922.05","959.95","959.95","907.98","176.01M","-3.95%"
"09/17/2021","959.95","957.86","962.74","949.22","150.72M","0.31%"
"09/16/2021","956.97","955.43","959.64","945.42","103.00M","0.16%"
"09/15/2021","955.43","941.15","956.07","934.82","89.82M","1.68%"
"09/14/2021","939.63","938.30","950.68","930.68","79.03M","0.08%"
"09/13/2021","938.90","929.41","940.70","900.15","100.63M","1.20%"
"09/10/2021","927.81","951.86","954.82","926.21","87.40M","-1.90%"
"09/09/2021","945.77","946.84","953.40","942.44","96.67M","-0.14%"
"09/08/2021","947.11","954.54","957.04","932.27","89.14M","0.16%"
"09/07/2021","945.55","931.39","954.33","931.24","95.57M","2.18%"
"09/03/2021","925.38","924.74","925.87","915.37","66.77M","0.03%"
"09/02/2021","925.06","928.05","935.26","923.34","75.62M","-0.29%"
"09/01/2021","927.73","927.47","934.87","923.98","81.35M","-0.11%"
"08/31/2021","928.77","927.32","933.44","920.31","77.08M","0.49%"
"08/30/2021","924.20","907.27","924.60","907.27","75.29M","1.92%"
"08/27/2021","906.80","895.27","910.51","893.25","87.10M","1.74%"
"08/26/2021","891.31","902.29","907.38","887.11","88.07M","-1.55%"
"08/25/2021","905.30","900.32","911.34","897.09","78.58M","0.38%"
"08/24/2021","901.85","900.24","907.44","893.93","87.91M","0.76%"
"08/23/2021","895.08","869.05","900.53","868.02","114.38M","3.10%"
"08/20/2021","868.16","871.60","880.57","860.90","84.53M","0.71%"
"08/19/2021","862.04","870.68","877.95","855.24","106.20M","-2.40%"
"08/18/2021","883.22","858.28","891.66","858.28","86.48M","2.91%"
"08/17/2021","858.28","871.24","871.24","840.06","127.13M","-3.19%"
"08/16/2021","886.54","907.74","910.39","878.14","78.42M","-3.71%"
"08/13/2021","920.70","930.86","936.15","918.28","73.99M","-0.94%"
"08/12/2021","929.45","914.32","930.01","905.24","67.35M","1.69%"
"08/11/2021","914.03","919.44","920.37","908.39","69.82M","-0.15%"
"08/10/2021","915.39","918.78","921.62","906.26","60.70M","-0.31%"
"08/09/2021","918.27","914.81","923.12","909.03","70.16M","1.45%"
"08/06/2021","905.17","918.37","922.04","903.94","75.25M","-1.58%"
"08/05/2021","919.71","919.72","926.68","915.51","103.07M","0.98%"
"08/04/2021","910.75","919.02","927.90","908.87","165.79M","-1.26%"
"08/03/2021","922.33","929.79","934.40","912.08","88.52M","0.25%"
"08/02/2021","920.06","911.25","940.42","910.49","111.24M","2.62%"
"07/30/2021","896.61","888.57","907.31","879.63","116.18M","0.80%"
"07/29/2021","889.48","851.88","896.33","851.88","157.15M","4.43%"
"07/28/2021","851.75","848.42","857.26","844.63","92.86M","0.40%"
"07/27/2021","848.37","869.65","870.84","828.79","88.96M","-1.88%"
"07/26/2021","864.61","855.08","874.89","852.76","77.99M","2.06%"
"07/23/2021","847.17","855.24","855.24","841.55","68.25M","-0.90%"
"07/22/2021","854.87","865.20","869.68","849.46","70.27M","-1.19%"
"07/21/2021","865.20","867.99","875.83","859.74","85.46M","-0.35%"
"07/20/2021","868.25","853.29","870.48","843.84","101.35M","2.60%"
"07/19/2021","846.23","828.31","846.38","816.05","142.14M","-0.25%"
"07/16/2021","848.34","866.53","866.77","846.00","79.19M","-1.34%"
"07/15/2021","859.87","869.57","877.93","845.72","78.47M","-0.70%"
"07/14/2021","865.97","886.83","892.67","865.37","73.33M","-2.04%"
"07/13/2021","883.96","905.04","909.86","881.69","81.67M","-2.17%"
"07/12/2021","903.57","877.51","905.46","877.08","90.34M","3.57%"
"07/09/2021","872.44","868.16","873.73","861.17","110.09M","1.33%"
"07/08/2021","860.98","833.50","862.38","825.52","100.44M","0.75%"
"07/07/2021","854.55","876.30","877.32","846.38","105.53M","-2.12%"
"07/06/2021","873.10","897.73","902.06","864.00","113.89M","-2.81%"
"07/02/2021","898.31","898.54","919.55","892.21","80.39M","0.09%"
"07/01/2021","897.48","903.69","908.29","892.99","82.06M","-0.16%"
"06/30/2021","898.93","898.39","912.89","897.29","104.21M","-0.15%"
"06/29/2021","900.31","904.75","908.14","894.77","98.71M","-0.84%"
"06/28/2021","907.98","894.48","913.83","892.88","118.22M","1.48%"
"06/25/2021","894.78","913.33","917.87","891.83","156.50M","-0.90%"
"06/24/2021","902.94","899.38","920.69","891.02","140.14M","2.68%"
"06/23/2021","879.39","851.92","880.82","850.50","137.16M","4.56%"
"06/22/2021","841.00","836.77","846.19","832.76","93.24M","0.43%"
"06/21/2021","837.40","840.75","849.13","824.62","100.98M","0.02%"
"06/18/2021","837.22","831.30","844.44","826.08","127.41M","0.39%"
"06/17/2021","834.00","828.08","840.38","824.70","169.97M","0.92%"
"06/16/2021","826.36","819.94","830.31","815.65","122.91M","0.88%"
"06/15/2021","819.13","836.44","836.44","818.16","91.13M","-2.18%"
"06/14/2021","837.39","835.16","846.60","831.46","119.14M","0.56%"
"06/11/2021","832.71","833.10","835.69","824.26","77.15M","0.13%"
"06/10/2021","831.62","830.26","840.59","827.38","118.51M","0.87%"
"06/09/2021","824.44","830.74","838.91","823.43","90.69M","-0.95%"
"06/08/2021","832.31","852.06","852.06","821.85","135.14M","-0.19%"
"06/07/2021","833.88","821.99","837.28","809.98","129.49M","0.66%"
"06/04/2021","828.45","811.80","830.34","808.07","197.19M","3.35%"
"06/03/2021","801.57","820.33","834.03","799.83","245.42M","-2.59%"
"06/02/2021","822.86","838.76","841.96","814.93","114.46M","-2.26%"
"06/01/2021","841.88","846.15","850.68","838.25","118.26M","0.08%"
"05/28/2021","841.19","848.15","852.79","836.75","187.28M","-1.00%"
"05/27/2021","849.67","833.18","849.83","832.02","337.23M","2.46%"
"05/26/2021","829.27","811.27","836.37","806.65","267.42M","2.90%"
"05/25/2021","805.87","810.20","820.63","797.23","156.74M","-0.38%"
"05/24/2021","808.95","785.69","818.55","775.75","155.44M","3.18%"
"05/21/2021","784.05","794.31","795.23","783.69","240.91M","0.04%"
"05/20/2021","783.70","772.07","785.75","767.80","150.02M","3.45%"
"05/19/2021","757.55","744.42","760.88","737.42","122.57M","-2.08%"
"05/18/2021","773.61","764.14","795.21","760.50","121.36M","0.05%"
"05/17/2021","773.20","784.06","784.06","755.67","100.29M","-1.39%"
"05/14/2021","784.06","774.35","785.65","762.04","93.49M","3.03%"
"05/13/2021","760.99","790.05","795.72","747.21","115.74M","-2.07%"
"05/12/2021","777.11","794.74","812.97","773.60","109.22M","-4.15%"
"05/11/2021","810.76","793.57","821.78","788.34","127.31M","-1.94%"
"05/10/2021","826.84","867.90","867.90","825.59","98.89M","-5.58%"
"05/07/2021","875.68","867.85","886.02","859.42","80.91M","1.19%"
"05/06/2021","865.42","880.36","881.50","849.10","99.02M","-0.59%"
"05/05/2021","870.56","868.74","884.14","864.07","78.25M","0.28%"
"05/04/2021","868.12","876.23","880.36","850.68","123.74M","-1.84%"
"05/03/2021","884.35","904.24","906.80","879.24","100.67M","-2.77%"
"04/30/2021","909.52","862.81","915.61","862.00","146.41M","4.16%"
"04/29/2021","873.23","902.59","902.68","863.07","280.90M","-3.10%"
"04/28/2021","901.17","904.15","915.18","900.83","96.29M","-1.28%"
"04/27/2021","912.84","923.71","930.78","911.47","81.17M","-3.41%"
"04/26/2021","945.05","946.65","957.28","938.94","82.15M","1.14%"
"04/23/2021","934.39","921.57","940.97","916.02","93.01M","1.42%"
"04/22/2021","921.30","944.17","957.67","918.16","126.37M","-2.71%"
"04/21/2021","946.96","900.40","947.59","894.48","96.29M","3.37%"
"04/20/2021","916.05","921.19","936.94","906.96","148.61M","-0.24%"
"04/19/2021","918.24","924.07","930.04","895.15","107.21M","-2.90%"
"04/16/2021","945.71","934.71","955.56","929.35","73.61M","0.11%"
"04/15/2021","944.64","951.46","951.46","926.74","82.44M","0.75%"
"04/14/2021","937.57","977.97","990.49","933.42","116.92M","-3.22%"
"04/13/2021","968.81","920.02","969.58","917.26","114.04M","6.57%"
"04/12/2021","909.06","893.19","912.04","889.76","80.68M","2.76%"
"04/09/2021","884.61","884.84","887.91","876.03","75.62M","-0.75%"
"04/08/2021","891.25","886.72","896.37","876.97","95.73M","1.24%"
"04/07/2021","880.30","899.74","902.52","878.13","85.95M","-2.71%"
"04/06/2021","904.84","900.61","910.80","894.24","136.01M","0.37%"
"04/05/2021","901.49","910.12","916.34","892.86","149.29M","4.54%"
"04/01/2021","862.38","890.20","892.53","859.67","114.92M","-0.73%"
"03/31/2021","868.69","837.39","873.84","837.39","117.22M","3.74%"
"03/30/2021","837.39","805.80","839.25","785.51","106.28M","3.93%"
"03/29/2021","805.75","810.56","812.12","791.92","90.05M","-1.17%"
"03/26/2021","815.25","840.39","841.07","792.38","100.12M","-2.70%"
"03/25/2021","837.89","803.42","843.57","802.42","111.34M","1.61%"
"03/24/2021","824.62","864.78","865.07","824.52","110.55M","-4.00%"
"03/23/2021","858.95","876.85","879.16","853.32","123.96M","-1.74%"
"03/22/2021","874.13","891.74","903.96","873.31","148.98M","1.50%"
"03/19/2021","861.21","850.79","863.88","827.80","156.42M","0.51%"
"03/18/2021","856.83","891.66","897.29","855.19","144.81M","-5.85%"
"03/17/2021","910.06","854.52","910.11","852.01","173.51M","3.66%"
"03/16/2021","877.93","910.37","912.26","871.95","173.58M","-4.13%"
"03/15/2021","915.72","904.65","920.33","892.42","114.52M","1.26%"
"03/12/2021","904.31","870.78","905.07","866.84","151.08M","0.26%"
"03/11/2021","901.97","903.19","904.99","879.84","113.36M","3.63%"
"03/10/2021","870.39","899.23","918.35","856.16","145.43M","-0.02%"
"03/09/2021","870.54","803.56","875.38","788.28","146.65M","15.06%"
"03/08/2021","756.59","791.06","814.49","751.52","163.01M","-4.04%"
"03/05/2021","788.41","814.32","816.51","719.82","194.53M","-2.39%"
"03/04/2021","807.75","845.94","862.39","782.70","178.66M","-4.28%"
"03/03/2021","843.84","884.48","896.31","842.49","129.42M","-4.42%"
"03/02/2021","882.86","910.72","912.97","882.23","165.07M","-3.03%"
"03/01/2021","910.40","879.19","910.77","874.34","85.71M","5.61%"
"02/26/2021","862.03","887.23","894.68","842.93","126.36M","-0.69%"
"02/25/2021","868.05","919.96","931.06","856.16","134.69M","-7.40%"
"02/24/2021","937.41","899.37","940.62","882.88","151.16M","5.85%"
"02/23/2021","885.59","848.63","900.88","798.21","160.59M","-2.01%"
"02/22/2021","903.71","954.09","959.83","900.74","114.67M","-7.19%"
"02/19/2021","973.71","986.27","989.77","969.31","82.88M","-0.47%"
"02/18/2021","978.34","972.30","986.25","965.89","74.61M","-1.28%"
"02/17/2021","991.06","970.19","992.85","952.80","90.66M","0.05%"
"02/16/2021","990.57","1,013.25","1,016.10","987.36","87.57M","-2.03%"
"02/12/2021","1,011.11","994.89","1,012.14","979.42","84.38M","0.49%"
"02/11/2021","1,006.14","1,009.97","1,025.90","993.07","110.31M","0.31%"
"02/10/2021","1,003.07","1,046.91","1,046.91","993.36","168.62M","-4.71%"
"02/09/2021","1,052.65","1,057.09","1,062.03","1,045.01","144.23M","-1.29%"
"02/08/2021","1,066.41","1,069.76","1,078.09","1,056.21","124.58M","1.58%"
"02/05/2021","1,049.86","1,043.20","1,063.62","1,035.23","155.12M","0.37%"
"02/04/2021","1,045.95","1,049.83","1,050.95","1,029.30","139.39M","-0.42%"
"02/03/2021","1,050.33","1,070.43","1,070.85","1,046.50","136.04M","-1.36%"
"02/02/2021","1,064.76","1,033.42","1,072.15","1,033.42","136.41M","3.41%"
"02/01/2021","1,029.63","1,001.80","1,032.29","980.79","203.29M","5.24%"
"01/29/2021","978.41","1,017.19","1,030.01","963.32","136.44M","-4.44%"
"01/28/2021","1,023.86","1,004.95","1,039.34","986.59","140.43M","-2.61%"
"01/27/2021","1,051.32","1,062.51","1,080.56","1,045.61","147.69M","-2.45%"
"01/26/2021","1,077.76","1,089.56","1,093.24","1,067.02","111.75M","-0.02%"
"01/25/2021","1,077.96","1,054.65","1,097.87","1,028.79","197.23M","2.92%"
"01/22/2021","1,047.42","1,032.57","1,048.98","1,028.20","174.30M","0.20%"
"01/21/2021","1,045.32","1,053.94","1,057.82","1,043.97","340.49M","-0.34%"
"01/20/2021","1,048.89","1,053.42","1,054.97","1,033.77","195.97M","1.21%"
"01/19/2021","1,036.37","1,026.72","1,040.01","1,024.20","166.56M","2.87%"
"01/15/2021","1,007.50","1,037.50","1,043.25","1,001.11","164.60M","-2.34%"
"01/14/2021","1,031.66","1,023.26","1,050.03","1,021.28","181.87M","-0.25%"
"01/13/2021","1,034.29","1,033.30","1,042.68","1,011.78","171.71M","0.66%"
"01/12/2021","1,027.53","1,002.06","1,046.58","999.19","233.59M","4.84%"
"01/11/2021","980.12","1,012.16","1,021.79","972.68","180.27M","-6.37%"
"01/08/2021","1,046.75","1,022.40","1,051.36","1,003.05","152.54M","6.71%"
"01/07/2021","980.89","940.51","981.91","939.29","141.23M","7.02%"
"01/06/2021","916.56","915.63","937.07","908.37","140.23M","2.85%"
"01/05/2021","891.16","876.49","896.46","872.02","118.40M","0.94%"
"01/04/2021","882.86","875.67","900.12","870.29","148.37M","2.50%"
"12/31/2020","861.29","856.50","874.64","846.06","101.30M","1.24%"
"12/30/2020","850.74","825.48","852.70","823.68","87.63M","3.75%"
"12/29/2020","819.98","815.75","825.00","808.82","68.92M","0.21%"
"12/28/2020","818.25","830.55","835.99","815.84","80.10M","0.28%"
"12/24/2020","815.96","798.65","820.23","795.29","59.02M","1.76%"
"12/23/2020","801.82","783.99","805.91","775.30","104.64M","1.25%"
"12/22/2020","791.94","800.72","803.17","764.44","124.74M","-1.37%"
"12/21/2020","802.98","817.14","822.01","799.04","137.12M","-5.50%"
"12/18/2020","849.75","825.56","849.80","780.77","301.64M","4.67%"
"12/17/2020","811.80","782.44","814.47","773.20","118.96M","4.59%"
"12/16/2020","776.17","783.85","787.46","757.44","112.30M","-1.52%"
"12/15/2020","788.13","798.44","802.07","777.84","128.12M","-0.67%"
"12/14/2020","793.44","774.60","796.75","765.09","139.63M","3.86%"
"12/11/2020","763.97","771.19","780.46","750.53","136.15M","-2.57%"
"12/10/2020","784.14","731.78","784.70","723.64","168.56M","2.45%"
"12/09/2020","765.36","815.10","815.90","747.92","144.71M","-5.54%"
"12/08/2020","810.21","783.08","811.54","776.89","129.77M","0.96%"
"12/07/2020","802.50","764.78","809.27","762.71","123.28M","5.73%"
"12/04/2020","759.03","750.50","759.05","744.85","90.64M","0.95%"
"12/03/2020","751.88","750.97","758.76","740.83","106.29M","3.39%"
"12/02/2020","727.23","712.23","729.20","698.77","106.19M","-2.30%"
"12/01/2020","744.34","757.41","757.41","732.69","122.58M","2.79%"
"11/30/2020","724.14","763.10","767.59","710.41","159.87M","-2.84%"
"11/27/2020","745.31","741.52","758.68","738.51","72.24M","1.57%"
"11/25/2020","733.77","709.77","733.84","702.93","160.33M","2.15%"
"11/24/2020","718.30","696.74","723.17","684.75","174.14M","6.11%"
"11/23/2020","676.97","655.25","681.61","654.01","145.37M","5.90%"
"11/20/2020","639.25","647.81","652.18","638.09","107.53M","-1.54%"
"11/19/2020","649.28","641.47","657.90","637.03","136.23M","2.12%"
"11/18/2020","635.80","594.55","646.14","591.08","183.26M","8.24%"
"11/17/2020","587.40","605.81","606.79","579.01","123.77M","6.20%"
"11/16/2020","553.10","552.59","557.11","546.53","121.34M","0.51%"
"11/13/2020","550.28","548.26","550.90","540.40","115.60M","0.37%"
"11/12/2020","548.26","553.30","560.99","544.43","122.06M","-1.54%"
"11/11/2020","556.82","558.87","559.17","552.30","114.14M","1.05%"
"11/10/2020","551.06","557.12","557.35","535.62","147.09M","-1.13%"
"11/09/2020","557.34","575.95","590.22","557.21","168.51M","-0.76%"
"11/06/2020","561.62","569.12","569.48","555.90","91.26M","-1.58%"
"11/05/2020","570.62","558.92","570.65","553.82","126.13M","4.24%"
"11/04/2020","547.41","559.57","562.48","544.64","115.07M","-0.84%"
"11/03/2020","552.05","536.61","556.52","533.24","111.28M","5.08%"
"11/02/2020","525.38","520.19","533.63","516.69","104.32M","2.52%"
"10/30/2020","512.48","536.86","536.86","501.60","137.49M","-4.73%"
"10/29/2020","537.90","537.70","546.70","534.99","157.53M","1.41%"
"10/28/2020","530.42","540.56","543.02","530.42","123.90M","-4.03%"
"10/27/2020","552.72","549.15","560.25","549.10","138.54M","0.68%"
"10/26/2020","549.01","540.80","555.14","537.17","107.79M","-0.56%"
"10/23/2020","552.08","554.63","556.52","539.27","114.70M","-1.17%"
"10/22/2020","558.61","571.06","574.68","553.77","138.07M","1.49%"
"10/21/2020","550.43","550.65","560.07","548.88","104.58M","0.30%"
"10/20/2020","548.76","554.66","557.94","545.53","135.48M","-0.78%"
"10/19/2020","553.07","570.21","570.21","550.59","84.19M","-1.75%"
"10/16/2020","562.93","577.07","579.20","561.85","92.40M","-1.36%"
"10/15/2020","570.68","568.70","574.99","562.75","97.41M","-1.87%"
"10/14/2020","581.58","571.46","586.65","568.63","114.44M","2.42%"
"10/13/2020","567.82","565.43","569.67","557.75","117.72M","0.76%"
"10/12/2020","563.51","561.43","570.10","560.12","143.47M","2.01%"
"10/09/2020","552.38","549.94","553.91","546.48","90.95M","1.39%"
"10/08/2020","544.83","556.76","556.76","544.49","113.90M","0.49%"
"10/07/2020","542.20","534.78","546.28","530.11","105.20M","2.93%"
"10/06/2020","526.78","539.19","544.08","518.91","137.69M","-2.48%"
"10/05/2020","540.17","537.14","548.32","533.38","97.67M","2.43%"
"10/02/2020","527.34","530.29","550.70","527.29","142.12M","-5.94%"
"10/01/2020","560.63","551.38","561.11","543.64","124.41M","4.06%"
"09/30/2020","538.74","528.97","543.82","528.76","118.17M","2.34%"
"09/29/2020","526.41","524.45","536.26","519.66","97.53M","-0.75%"
"09/28/2020","530.40","534.43","537.70","524.62","106.22M","3.19%"
"09/25/2020","514.02","499.79","515.52","498.07","132.57M","3.88%"
"09/24/2020","494.80","469.76","508.12","455.34","170.64M","1.51%"
"09/23/2020","487.42","514.84","522.78","482.70","158.08M","-8.73%"
"09/22/2020","534.04","540.74","550.28","527.75","138.07M","-4.92%"
"09/21/2020","561.70","567.07","568.93","516.98","198.55M","0.49%"
"09/18/2020","558.98","566.10","569.34","545.46","177.98M","3.37%"
"09/17/2020","540.75","529.53","553.66","522.83","175.31M","-3.13%"
"09/16/2020","558.20","557.91","575.00","553.63","136.75M","-1.45%"
"09/15/2020","566.39","553.33","579.21","547.25","183.74M","5.85%"
"09/14/2020","535.09","494.37","535.53","485.82","153.59M","10.43%"
"09/11/2020","484.56","493.75","493.75","470.23","130.91M","0.49%"
"09/10/2020","482.22","501.23","513.19","471.88","177.72M","0.33%"
"09/09/2020","480.62","471.71","483.24","455.22","158.41M","8.19%"
"09/08/2020","444.22","467.84","483.00","444.08","247.88M","-16.24%"
"09/04/2020","530.35","514.27","540.31","480.75","191.91M","2.50%"
"09/03/2020","517.42","522.53","546.90","511.49","186.61M","-8.05%"
"09/02/2020","562.74","592.25","592.25","518.69","171.33M","-4.36%"
"09/01/2020","588.39","615.33","616.65","583.57","149.04M","-3.87%"
"08/31/2020","612.05","557.97","613.59","553.18","177.06M","10.08%"
"08/28/2020","555.99","573.03","576.89","550.83","70.48M","-0.79%"
"08/27/2020","560.42","547.17","572.46","540.31","78.87M","3.43%"
"08/26/2020","541.82","523.86","544.39","522.19","72.92M","5.00%"
"08/25/2020","516.03","507.51","517.80","504.11","74.33M","0.09%"
"08/24/2020","515.59","534.79","535.31","499.12","106.53M","-0.43%"
"08/21/2020","517.84","517.93","527.55","514.38","71.13M","1.66%"
"08/20/2020","509.40","479.57","513.59","479.04","72.77M","5.07%"
"08/19/2020","484.82","482.25","492.17","478.54","72.14M","-0.60%"
"08/18/2020","487.76","492.08","497.65","480.68","81.02M","2.05%"
"08/17/2020","477.96","443.20","479.95","442.55","119.46M","9.59%"
"08/14/2020","436.14","437.60","438.91","431.24","66.20M","1.56%"
"08/13/2020","429.44","428.13","436.27","419.98","80.11M","3.03%"
"08/12/2020","416.80","402.54","422.77","394.35","92.99M","9.35%"
"08/11/2020","381.16","384.98","391.79","379.70","99.77M","-1.87%"
"08/10/2020","388.43","390.57","393.75","381.06","76.93M","-0.85%"
"08/07/2020","391.76","399.30","400.90","383.76","65.25M","-1.95%"
"08/06/2020","399.54","399.03","405.60","396.52","72.17M","0.29%"
"08/05/2020","398.39","399.22","400.82","394.63","97.47M","0.31%"
"08/04/2020","397.15","398.37","405.64","390.83","95.75M","0.39%"
"08/03/2020","395.59","387.17","400.12","386.11","75.14M","3.41%"
"07/31/2020","382.54","396.32","402.38","379.74","147.68M","-3.32%"
"07/30/2020","395.68","395.37","401.02","392.79","81.35M","-1.24%"
"07/29/2020","400.65","403.50","407.31","398.66","100.94M","0.81%"
"07/28/2020","397.43","400.41","415.47","396.47","98.44M","-2.82%"
"07/27/2020","408.98","387.64","410.64","382.53","93.89M","6.43%"
"07/24/2020","384.26","384.77","395.17","375.47","92.38M","-5.26%"
"07/23/2020","405.60","438.17","440.93","398.93","128.12M","-3.50%"
"07/22/2020","420.32","419.84","425.22","413.82","100.11M","1.50%"
"07/21/2020","414.11","429.06","436.78","412.35","92.68M","-3.51%"
"07/20/2020","429.16","404.67","430.67","397.75","98.99M","6.91%"
"07/17/2020","401.43","405.87","410.43","398.90","100.73M","-0.31%"
"07/16/2020","402.66","396.18","408.64","393.62","121.10M","-2.09%"
"07/15/2020","411.26","408.24","412.42","391.16","141.15M","2.66%"
"07/14/2020","400.59","404.75","412.53","380.75","150.20M","1.89%"
"07/13/2020","393.15","426.62","454.28","389.02","133.94M","-2.32%"
"07/10/2020","402.48","368.24","403.21","364.55","114.61M","9.35%"
"07/09/2020","368.06","372.58","374.39","359.54","115.12M","0.50%"
"07/08/2020","366.23","375.02","376.89","354.60","90.70M","-1.42%"
"07/07/2020","371.49","375.43","380.56","360.67","90.28M","0.60%"
"07/06/2020","369.28","335.54","370.65","335.54","98.98M","10.72%"
"07/02/2020","333.54","315.51","338.65","315.51","107.99M","6.17%"
"07/01/2020","314.17","308.00","318.77","307.03","89.36M","2.26%"
"06/30/2020","307.22","291.20","309.23","290.39","95.76M","5.12%"
"06/29/2020","292.27","282.08","292.33","277.42","78.72M","4.49%"
"06/26/2020","279.71","289.02","289.02","277.83","144.69M","-2.72%"
"06/25/2020","287.54","280.46","287.60","275.02","99.14M","2.05%"
"06/24/2020","281.76","292.11","292.12","279.79","103.90M","-3.95%"
"06/23/2020","293.35","294.83","296.53","292.47","110.92M","0.22%"
"06/22/2020","292.70","294.05","295.14","291.07","95.66M","-0.52%"
"06/19/2020","294.24","299.43","301.41","292.18","183.04M","-0.71%"
"06/18/2020","296.35","295.06","298.76","293.91","84.00M","0.80%"
"06/17/2020","293.99","295.59","297.54","293.04","91.86M","-0.16%"
"06/16/2020","294.47","305.01","305.10","289.78","143.46M","-0.48%"
"06/15/2020","295.89","278.23","297.79","274.65","140.69M","3.97%"
"06/12/2020","284.60","295.92","296.73","277.89","129.97M","-1.02%"
"06/11/2020","287.52","290.88","300.72","287.42","153.58M","-6.21%"
"06/10/2020","306.57","304.98","307.78","300.21","187.36M","4.28%"
"06/09/2020","293.99","295.06","296.90","289.49","146.67M","-1.72%"
"06/08/2020","299.12","293.21","299.36","291.33","150.18M","5.24%"
"06/05/2020","284.23","279.41","284.53","278.46","248.31M","4.19%"
"06/04/2020","272.81","275.04","277.49","270.70","143.89M","-0.50%"
"06/03/2020","274.18","272.54","276.03","270.93","127.40M","1.89%"
"06/02/2020","269.09","271.54","274.65","266.24","107.52M","-0.81%"
"06/01/2020","271.28","260.51","271.61","259.44","90.97M","6.31%"
"05/29/2020","255.19","251.74","255.20","248.78","144.01M","1.31%"
"05/28/2020","251.90","256.98","257.24","250.82","100.78M","-2.44%"
"05/27/2020","258.20","259.46","260.62","248.53","141.58M","0.81%"
"05/26/2020","256.13","259.35","260.29","255.72","119.30M","1.64%"
"05/22/2020","251.99","253.37","254.78","250.05","110.47M","-0.63%"
"05/21/2020","253.58","249.09","254.97","245.52","117.49M","1.61%"
"05/20/2020","249.55","249.80","251.90","248.21","114.80M","1.73%"
"05/19/2020","245.30","246.92","250.43","243.59","125.30M","-0.64%"
"05/18/2020","246.88","245.66","250.73","244.72","175.60M","4.16%"
"05/15/2020","237.02","233.84","237.75","232.12","107.51M","-0.08%"
