"Date","Price","Open","High","Low","Vol.","Change %"
"11/04/2021","1,683.79","1,681.70","1,698.31","1,666.86","236.76M","1.50%"
"11/03/2021","1,658.88","1,610.89","1,660.46","1,590.47","184.15M","3.23%"
"11/02/2021","1,606.91","1,591.61","1,643.82","1,577.58","198.22M","-2.35%"
"11/01/2021","1,645.50","1,569.66","1,646.59","1,544.10","228.24M","7.18%"
"10/29/2021","1,535.22","1,497.78","1,536.59","1,488.45","199.94M","2.84%"
"10/28/2021","1,492.87","1,474.64","1,496.12","1,472.62","284.78M","3.53%"
"10/27/2021","1,442.03","1,447.86","1,479.70","1,437.93","180.62M","0.85%"
"10/26/2021","1,429.94","1,439.09","1,513.65","1,410.55","168.72M","-0.66%"
"10/25/2021","1,439.37","1,361.16","1,459.27","1,352.95","165.75M","9.34%"
"10/22/2021","1,316.43","1,306.58","1,321.87","1,302.03","114.33M","0.86%"
"10/21/2021","1,305.26","1,259.91","1,311.29","1,259.91","151.92M","2.77%"
"10/20/2021","1,270.04","1,261.51","1,274.23","1,253.95","146.60M","0.60%"
"10/19/2021","1,262.41","1,278.51","1,278.51","1,260.38","86.47M","-0.60%"
"10/18/2021","1,270.05","1,253.41","1,276.06","1,251.04","99.35M","1.97%"
"10/15/2021","1,245.55","1,218.77","1,245.70","1,218.77","124.24M","2.33%"
"10/14/2021","1,217.14","1,212.81","1,219.30","1,211.54","89.54M","0.86%"
"10/13/2021","1,206.74","1,203.40","1,211.79","1,197.40","114.90M","0.25%"
"10/12/2021","1,203.73","1,193.12","1,211.28","1,190.18","143.40M","1.79%"
"10/11/2021","1,182.52","1,181.38","1,196.11","1,179.31","91.04M","0.37%"
"10/08/2021","1,178.16","1,183.19","1,187.23","1,172.53","166.09M","-0.17%"
"10/07/2021","1,180.16","1,160.21","1,190.95","1,160.21","158.52M","2.19%"
"10/06/2021","1,154.82","1,148.91","1,160.26","1,141.87","119.71M","-0.07%"
"10/05/2021","1,155.60","1,155.57","1,171.84","1,147.67","109.83M","0.01%"
"10/04/2021","1,155.43","1,170.74","1,184.79","1,150.32","157.10M","0.96%"
"10/01/2021","1,144.44","1,145.99","1,149.68","1,126.66","98.14M","0.23%"
"09/30/2021","1,141.78","1,151.09","1,159.23","1,141.74","130.82M","-0.85%"
"09/29/2021","1,151.58","1,150.20","1,166.45","1,138.71","106.50M","0.22%"
"09/28/2021","1,149.06","1,164.33","1,174.12","1,136.71","169.11M","-1.36%"
"09/27/2021","1,164.93","1,140.60","1,173.77","1,138.38","131.39M","2.11%"
"09/24/2021","1,140.90","1,109.77","1,141.39","1,108.13","127.01M","1.97%"
"09/23/2021","1,118.83","1,111.69","1,121.28","1,110.59","141.94M","1.08%"
"09/22/2021","1,106.90","1,090.06","1,110.15","1,090.06","129.31M","1.92%"
"09/21/2021","1,086.09","1,081.96","1,091.47","1,078.59","146.28M","0.98%"
"09/20/2021","1,075.56","1,114.75","1,114.75","1,059.45","193.67M","-3.75%"
"09/17/2021","1,117.49","1,116.74","1,121.21","1,105.36","184.92M","0.15%"
"09/16/2021","1,115.82","1,116.22","1,119.26","1,102.60","120.13M","-0.09%"
"09/15/2021","1,116.88","1,099.47","1,117.71","1,092.77","106.94M","1.75%"
"09/14/2021","1,097.68","1,095.87","1,109.40","1,087.86","91.15M","0.11%"
"09/13/2021","1,096.46","1,086.36","1,098.34","1,055.40","112.90M","1.20%"
"09/10/2021","1,083.49","1,110.49","1,114.37","1,081.93","99.12M","-1.79%"
"09/09/2021","1,103.21","1,103.27","1,110.52","1,099.57","108.44M","-0.06%"
"09/08/2021","1,103.89","1,112.68","1,114.97","1,087.00","108.01M","-0.03%"
"09/07/2021","1,104.25","1,089.99","1,114.19","1,089.81","110.09M","1.85%"
"09/03/2021","1,084.20","1,084.10","1,084.67","1,073.51","77.57M","-0.03%"
"09/02/2021","1,084.55","1,087.85","1,095.00","1,082.70","89.79M","-0.21%"
"09/01/2021","1,086.84","1,086.77","1,094.09","1,082.85","94.42M","-0.13%"
"08/31/2021","1,088.26","1,087.64","1,093.36","1,079.96","91.94M","0.38%"
"08/30/2021","1,084.18","1,069.38","1,085.13","1,069.38","86.50M","1.48%"
"08/27/2021","1,068.41","1,055.12","1,072.60","1,053.15","99.29M","1.71%"
"08/26/2021","1,050.49","1,063.82","1,069.14","1,045.92","102.61M","-1.57%"
"08/25/2021","1,067.28","1,062.66","1,074.15","1,058.57","91.59M","0.33%"
"08/24/2021","1,063.72","1,060.35","1,068.81","1,054.54","102.08M","0.87%"
"08/23/2021","1,054.57","1,027.98","1,060.63","1,027.19","131.76M","2.74%"
"08/20/2021","1,026.49","1,028.84","1,037.82","1,018.25","102.71M","0.71%"
"08/19/2021","1,019.23","1,029.99","1,036.74","1,011.80","127.94M","-2.41%"
"08/18/2021","1,044.43","1,019.46","1,054.42","1,019.46","103.10M","2.40%"
"08/17/2021","1,019.99","1,037.30","1,037.30","999.93","147.94M","-3.17%"
"08/16/2021","1,053.36","1,074.23","1,076.60","1,044.03","95.62M","-3.22%"
"08/13/2021","1,088.43","1,100.31","1,104.90","1,086.07","93.86M","-0.93%"
"08/12/2021","1,098.65","1,084.85","1,099.05","1,073.60","82.13M","1.33%"
"08/11/2021","1,084.26","1,090.14","1,090.69","1,076.96","85.72M","-0.15%"
"08/10/2021","1,085.88","1,087.44","1,091.71","1,075.16","76.68M","-0.07%"
"08/09/2021","1,086.63","1,081.54","1,092.19","1,075.64","94.30M","1.33%"
"08/06/2021","1,072.41","1,085.40","1,088.93","1,071.20","90.19M","-1.27%"
"08/05/2021","1,086.16","1,085.05","1,093.71","1,081.75","119.55M","0.65%"
"08/04/2021","1,079.18","1,090.63","1,098.75","1,077.61","182.77M","-1.42%"
"08/03/2021","1,094.78","1,101.98","1,106.79","1,083.47","110.19M","0.29%"
"08/02/2021","1,091.64","1,083.98","1,113.43","1,083.08","130.15M","2.22%"
"07/30/2021","1,067.95","1,059.15","1,078.94","1,050.25","133.48M","0.64%"
"07/29/2021","1,061.12","1,020.66","1,067.76","1,020.66","175.67M","4.14%"
"07/28/2021","1,018.98","1,013.76","1,024.07","1,011.38","119.47M","0.54%"
"07/27/2021","1,013.47","1,034.96","1,035.88","992.30","107.69M","-1.67%"
"07/26/2021","1,030.68","1,019.53","1,040.60","1,016.88","91.12M","1.92%"
"07/23/2021","1,011.30","1,018.80","1,018.80","1,005.22","81.26M","-0.59%"
"07/22/2021","1,017.27","1,030.53","1,033.96","1,011.56","84.01M","-1.25%"
"07/21/2021","1,030.19","1,032.21","1,042.05","1,024.59","98.57M","-0.12%"
"07/20/2021","1,031.43","1,011.98","1,034.06","1,002.12","116.09M","2.70%"
"07/19/2021","1,004.34","985.46","1,004.56","971.31","161.14M","-0.40%"
"07/16/2021","1,008.37","1,031.07","1,031.07","1,005.95","98.48M","-1.51%"
"07/15/2021","1,023.82","1,033.76","1,043.25","1,008.42","95.66M","-0.71%"
"07/14/2021","1,031.09","1,053.65","1,058.38","1,030.36","90.71M","-1.82%"
"07/13/2021","1,050.20","1,073.01","1,077.71","1,047.83","99.57M","-2.02%"
"07/12/2021","1,071.87","1,043.98","1,074.07","1,043.20","106.82M","3.15%"
"07/09/2021","1,039.18","1,033.00","1,040.51","1,026.04","125.77M","1.49%"
"07/08/2021","1,023.93","996.87","1,025.25","986.30","117.74M","0.47%"
"07/07/2021","1,019.14","1,043.48","1,044.42","1,008.69","130.39M","-2.05%"
"07/06/2021","1,040.51","1,068.04","1,072.18","1,030.38","130.98M","-2.65%"
"07/02/2021","1,068.87","1,069.04","1,090.16","1,062.00","95.53M","0.10%"
"07/01/2021","1,067.83","1,074.18","1,079.15","1,063.15","103.28M","-0.05%"
"06/30/2021","1,068.38","1,068.24","1,083.49","1,066.84","129.10M","-0.21%"
"06/29/2021","1,070.67","1,074.06","1,077.76","1,064.42","128.65M","-0.59%"
"06/28/2021","1,077.04","1,064.52","1,082.48","1,062.88","144.13M","1.13%"
"06/25/2021","1,065.02","1,083.22","1,088.65","1,061.79","185.78M","-0.69%"
"06/24/2021","1,072.44","1,069.25","1,090.63","1,060.73","170.33M","2.47%"
"06/23/2021","1,046.55","1,017.73","1,048.63","1,016.51","156.08M","4.00%"
"06/22/2021","1,006.34","1,001.22","1,011.91","997.09","111.43M","0.47%"
"06/21/2021","1,001.67","1,003.67","1,014.00","988.13","118.49M","0.28%"
"06/18/2021","998.84","996.19","1,006.78","987.40","137.86M","-0.02%"
"06/17/2021","998.99","996.15","1,006.19","990.42","177.82M","0.45%"
"06/16/2021","994.52","989.74","998.98","983.39","128.98M","0.52%"
"06/15/2021","989.41","1,007.54","1,007.54","988.36","96.11M","-1.89%"
"06/14/2021","1,008.50","1,007.11","1,018.16","1,002.20","123.85M","0.36%"
"06/11/2021","1,004.86","1,004.25","1,007.66","995.24","81.07M","0.25%"
"06/10/2021","1,002.38","1,003.59","1,013.53","998.55","123.54M","0.57%"
"06/09/2021","996.73","1,004.30","1,011.87","995.70","95.65M","-0.93%"
"06/08/2021","1,006.11","1,024.99","1,024.99","993.95","140.18M","-0.05%"
"06/07/2021","1,006.60","996.76","1,010.18","982.66","135.00M","0.31%"
"06/04/2021","1,003.48","984.95","1,005.23","981.41","202.59M","3.03%"
"06/03/2021","974.00","992.21","1,008.74","971.96","253.44M","-2.11%"
"06/02/2021","994.99","1,012.74","1,015.83","986.30","121.67M","-1.98%"
"06/01/2021","1,015.14","1,017.65","1,023.16","1,011.43","124.62M","0.34%"
"05/28/2021","1,011.67","1,018.76","1,023.53","1,005.84","192.33M","-0.86%"
"05/27/2021","1,020.48","1,000.66","1,020.69","999.83","347.80M","2.53%"
"05/26/2021","995.33","975.44","1,002.45","970.79","272.31M","2.62%"
"05/25/2021","969.94","974.99","986.59","960.69","161.79M","-0.36%"
"05/24/2021","973.40","949.85","984.04","939.28","159.18M","2.74%"
"05/21/2021","947.47","956.53","958.51","946.96","246.62M","0.29%"
"05/20/2021","944.69","933.03","947.00","928.47","155.15M","2.98%"
"05/19/2021","917.33","902.99","920.64","894.67","129.25M","-1.88%"
"05/18/2021","934.94","926.93","959.20","922.42","126.35M","-0.10%"
"05/17/2021","935.90","946.67","946.67","917.34","104.25M","-1.19%"
"05/14/2021","947.15","936.31","949.06","922.88","97.37M","2.82%"
"05/13/2021","921.16","949.26","956.69","904.91","122.07M","-1.51%"
"05/12/2021","935.24","957.84","976.59","931.43","115.64M","-4.10%"
"05/11/2021","975.21","958.65","987.76","951.75","133.84M","-1.94%"
"05/10/2021","994.55","1,039.97","1,039.97","993.40","105.11M","-5.13%"
"05/07/2021","1,048.28","1,036.17","1,056.74","1,026.73","86.66M","1.43%"
"05/06/2021","1,033.55","1,047.17","1,048.96","1,015.16","105.16M","-0.46%"
"05/05/2021","1,038.28","1,034.55","1,050.85","1,029.55","83.00M","0.55%"
"05/04/2021","1,032.64","1,041.84","1,045.67","1,013.31","130.63M","-1.77%"
"05/03/2021","1,051.21","1,071.84","1,074.88","1,046.16","106.94M","-2.34%"
"04/30/2021","1,076.40","1,028.82","1,083.27","1,027.69","152.99M","3.47%"
"04/29/2021","1,040.32","1,072.52","1,072.99","1,029.10","287.74M","-2.87%"
"04/28/2021","1,071.03","1,073.28","1,084.78","1,070.60","101.25M","-1.08%"
"04/27/2021","1,082.74","1,093.01","1,100.16","1,080.64","86.74M","-2.89%"
"04/26/2021","1,115.01","1,116.94","1,128.78","1,109.28","87.38M","1.02%"
"04/23/2021","1,103.75","1,087.01","1,110.30","1,080.97","99.80M","1.67%"
"04/22/2021","1,085.57","1,110.54","1,124.51","1,081.38","132.55M","-2.46%"
"04/21/2021","1,112.92","1,060.56","1,113.55","1,055.18","102.46M","3.34%"
"04/20/2021","1,076.91","1,085.43","1,100.55","1,066.97","155.00M","-0.54%"
"04/19/2021","1,082.80","1,089.22","1,095.16","1,058.49","113.09M","-2.61%"
"04/16/2021","1,111.79","1,099.87","1,122.11","1,095.91","80.41M","0.16%"
"04/15/2021","1,110.02","1,116.76","1,116.76","1,090.44","87.47M","0.71%"
"04/14/2021","1,102.22","1,143.29","1,156.93","1,097.87","122.15M","-2.75%"
"04/13/2021","1,133.33","1,084.58","1,134.11","1,081.56","119.78M","5.62%"
"04/12/2021","1,072.99","1,055.70","1,075.73","1,052.73","87.03M","2.53%"
"04/09/2021","1,046.53","1,045.76","1,049.07","1,036.80","81.11M","-0.53%"
"04/08/2021","1,052.15","1,047.34","1,057.47","1,036.40","101.46M","1.05%"
"04/07/2021","1,041.26","1,063.69","1,066.43","1,038.75","91.58M","-2.60%"
"04/06/2021","1,069.11","1,064.19","1,075.80","1,058.32","142.00M","0.39%"
"04/05/2021","1,064.91","1,073.68","1,080.60","1,055.99","154.04M","4.08%"
"04/01/2021","1,023.17","1,051.66","1,053.27","1,020.00","120.58M","-0.50%"
"03/31/2021","1,028.27","996.37","1,034.61","996.37","124.36M","3.25%"
"03/30/2021","995.91","961.16","997.59","939.71","113.61M","3.64%"
"03/29/2021","960.93","968.88","970.97","947.43","98.37M","-1.34%"
"03/26/2021","973.96","999.77","1,000.76","948.03","108.88M","-2.24%"
"03/25/2021","996.25","957.37","1,002.50","956.17","118.73M","1.61%"
"03/24/2021","980.42","1,023.17","1,023.66","980.31","119.16M","-3.51%"
"03/23/2021","1,016.04","1,038.64","1,039.72","1,009.70","132.66M","-1.96%"
"03/22/2021","1,036.40","1,056.24","1,067.01","1,034.72","156.48M","1.11%"
"03/19/2021","1,025.02","1,015.56","1,028.25","989.94","173.81M","0.31%"
"03/18/2021","1,021.82","1,060.20","1,066.61","1,019.91","151.32M","-5.38%"
"03/17/2021","1,079.88","1,019.04","1,079.94","1,016.31","180.97M","3.49%"
"03/16/2021","1,043.46","1,080.05","1,081.94","1,036.74","178.85M","-3.91%"
"03/15/2021","1,085.95","1,072.96","1,088.32","1,060.07","119.75M","1.22%"
"03/12/2021","1,072.89","1,037.25","1,073.62","1,033.25","156.23M","0.27%"
"03/11/2021","1,070.04","1,070.74","1,073.22","1,046.68","119.76M","3.29%"
"03/10/2021","1,036.00","1,063.22","1,083.61","1,020.94","152.19M","0.31%"
"03/09/2021","1,032.82","965.80","1,038.40","948.03","155.68M","12.69%"
"03/08/2021","916.51","952.21","977.48","911.59","172.36M","-3.35%"
"03/05/2021","948.24","972.94","975.31","870.54","204.73M","-1.74%"
"03/04/2021","965.05","1,009.05","1,026.04","936.58","186.35M","-4.26%"
"03/03/2021","1,007.98","1,049.15","1,063.03","1,006.59","137.66M","-3.71%"
"03/02/2021","1,046.85","1,075.65","1,077.52","1,046.40","170.75M","-2.64%"
"03/01/2021","1,075.21","1,040.36","1,075.69","1,035.79","92.24M","5.24%"
"02/26/2021","1,021.72","1,047.24","1,054.70","998.70","136.43M","-0.49%"
"02/25/2021","1,026.71","1,084.40","1,095.41","1,014.05","141.25M","-6.90%"
"02/24/2021","1,102.77","1,061.96","1,106.14","1,044.12","159.03M","5.32%"
"02/23/2021","1,047.08","1,009.64","1,063.22","954.76","170.08M","-1.96%"
"02/22/2021","1,068.02","1,117.37","1,123.61","1,065.21","121.54M","-6.17%"
"02/19/2021","1,138.26","1,149.08","1,153.43","1,133.82","90.90M","-0.14%"
"02/18/2021","1,139.81","1,136.17","1,149.77","1,128.11","82.55M","-1.43%"
"02/17/2021","1,156.35","1,134.05","1,158.12","1,115.22","100.22M","0.04%"
"02/16/2021","1,155.83","1,179.57","1,183.13","1,153.09","95.94M","-1.73%"
"02/12/2021","1,176.23","1,158.74","1,177.18","1,142.10","90.82M","0.47%"
"02/11/2021","1,170.76","1,174.97","1,192.26","1,154.70","118.75M","0.33%"
"02/10/2021","1,166.94","1,211.88","1,211.88","1,155.30","176.98M","-4.12%"
"02/09/2021","1,217.10","1,221.57","1,226.77","1,209.00","149.80M","-1.20%"
"02/08/2021","1,231.90","1,234.10","1,243.40","1,220.66","131.89M","1.55%"
"02/05/2021","1,213.10","1,205.04","1,226.58","1,197.16","161.88M","0.56%"
"02/04/2021","1,206.39","1,213.60","1,214.95","1,191.97","149.40M","-0.43%"
"02/03/2021","1,211.54","1,230.53","1,231.47","1,207.53","143.46M","-1.06%"
"02/02/2021","1,224.57","1,192.33","1,232.92","1,192.33","143.51M","3.21%"
"02/01/2021","1,186.54","1,155.39","1,189.42","1,134.30","211.07M","4.97%"
"01/29/2021","1,130.35","1,171.72","1,185.95","1,113.61","148.04M","-4.10%"
"01/28/2021","1,178.71","1,158.55","1,194.99","1,139.29","150.76M","-2.21%"
"01/27/2021","1,205.37","1,219.90","1,237.27","1,199.01","163.11M","-2.60%"
"01/26/2021","1,237.51","1,252.07","1,256.17","1,227.19","121.57M","-0.15%"
"01/25/2021","1,239.34","1,215.53","1,260.13","1,185.78","205.52M","2.57%"
"01/22/2021","1,208.31","1,193.87","1,209.97","1,189.39","181.55M","-0.01%"
"01/21/2021","1,208.47","1,216.64","1,221.25","1,205.92","350.26M","-0.21%"
"01/20/2021","1,211.02","1,214.92","1,217.01","1,194.68","203.68M","1.27%"
"01/19/2021","1,195.88","1,187.60","1,200.21","1,183.85","173.36M","2.57%"
"01/15/2021","1,165.96","1,198.59","1,204.57","1,159.38","174.15M","-2.29%"
"01/14/2021","1,193.30","1,186.16","1,213.43","1,184.25","189.71M","-0.32%"
"01/13/2021","1,197.10","1,199.27","1,208.64","1,174.09","179.19M","0.27%"
"01/12/2021","1,193.90","1,164.50","1,213.19","1,161.70","242.34M","4.65%"
"01/11/2021","1,140.80","1,172.38","1,183.28","1,133.23","187.46M","-5.70%"
"01/08/2021","1,209.78","1,185.82","1,216.75","1,165.60","160.45M","5.89%"
"01/07/2021","1,142.45","1,098.67","1,143.67","1,098.33","149.33M","6.56%"
"01/06/2021","1,072.15","1,067.12","1,093.94","1,061.16","149.40M","2.91%"
"01/05/2021","1,041.80","1,022.67","1,046.87","1,020.23","124.83M","1.10%"
"01/04/2021","1,030.48","1,025.08","1,050.03","1,016.65","155.89M","2.09%"
